subject,image_path,mask_path
20190129CH_Exp2_M01,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M01/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M01/masklesion_manual.nii
20170927CH_Exp8_M21,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M21/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M21/masklesion_manual.nii
20170926CH_Exp8_M12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M12/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M12/masklesion_manual.nii
20190205CH_Exp2_M30,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M30/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M30/masklesion_manual.nii
20170921CH_Exp09_M19,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M19/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M19/masklesion_manual.nii
20190827CH_Exp14_NEX_M23,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M23/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M23/masklesion_manual.nii
20190529CH_Exp5_7754,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7754/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7754/masklesion_manual.nii
20170223CH_Exp_zf_M21,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp_zf_M21/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp_zf_M21/masklesion_manual.nii
20191106CH_Exp8_M32,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M32/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M32/masklesion_manual.nii
20170405CH_SC_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M14/masklesion_manual.nii
20180711CH_Exp8_M11,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M11/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M11/masklesion_manual.nii
20190320CH_Exp4_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M14/masklesion_manual.nii
20180803CH_Exp9_M34,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M34/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M34/masklesion_manual.nii
20180711CH_Exp8_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M18/masklesion_manual.nii
20180323CH_Exp3_Phag_M10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M10/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M10/masklesion_manual.nii
20180710CH_Exp8_M02,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M02/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M02/masklesion_manual.nii
20190221CH_Exp1_M55,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M55/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M55/masklesion_manual.nii
20170712CH_Exp7_ZFPtm1a_M01,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M01/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M01/masklesion_manual.nii
20170921CH_Exp09_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M20/masklesion_manual.nii
20170627CH_Exp6_ZFPtm1a_M08,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M08/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M08/masklesion_manual.nii
20180322CH_Exp3_Phag_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M04/masklesion_manual.nii
20190206CH_Exp2_M33,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M33/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M33/masklesion_manual.nii
20170404CH_SC_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M03/masklesion_manual.nii
20170222CH_Exp3_zfp_M02,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M02/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M02/masklesion_manual.nii
20190219CH_Exp1_M6,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M6/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M6/masklesion_manual.nii
20170713CH_Exp7_ZFPtm1a_M22,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M22/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M22/masklesion_manual.nii
20190820CH_Exp14_Senp7_M13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M13/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M13/masklesion_manual.nii
20170405CH_SC_M11,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M11/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M11/masklesion_manual.nii
20190220CH_Exp1_M48,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M48/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M48/masklesion_manual.nii
20190529CH_Exp5_7772,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7772/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7772/masklesion_manual.nii
20190529CH_Exp5_7773,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7773/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7773/masklesion_manual.nii
20181023CH_Exp13_M08,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M08/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M08/masklesion_manual.nii
20170627CH_Exp6_ZFPtm1a_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M09/masklesion_manual.nii
20180801CH_Exp9_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M20/masklesion_manual.nii
20180711CH_Exp8_M13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M13/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M13/masklesion_manual.nii
20190220CH_Exp1_M46,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M46/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M46/masklesion_manual.nii
20170405CH_SC_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M15/masklesion_manual.nii
20190219CH_Exp1_M10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M10/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M10/masklesion_manual.nii
20190529CH_Exp5_7774,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7774/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7774/masklesion_manual.nii
20170712CH_Exp7_ZFPtm1a_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M03/masklesion_manual.nii
20190820CH_Exp14_Senp7_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M03/masklesion_manual.nii
20180322CH_Exp3_Phag_M06,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M06/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M06/masklesion_manual.nii
20191029CH_Exp8_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191029CH_Exp8_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191029CH_Exp8_M09/masklesion_manual.nii
20180802CH_Exp9_M27,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M27/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M27/masklesion_manual.nii
20170627CH_Exp6_ZFPtm1a_M02,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M02/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M02/masklesion_manual.nii
20191106CH_Exp8_M33,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M33/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M33/masklesion_manual.nii
20180803CH_Exp9_M41,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M41/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M41/masklesion_manual.nii
20170920CH_Exp09_M10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M10/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M10/masklesion_manual.nii
20190219CH_Exp1_M9,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M9/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M9/masklesion_manual.nii
20190827CH_Exp4_NEX_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp4_NEX_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp4_NEX_M14/masklesion_manual.nii
20190205CH_Exp2_M24,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M24/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M24/masklesion_manual.nii
20190130CH_Exp2_M16,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M16/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M16/masklesion_manual.nii
20181024CH_Exp13_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M14/masklesion_manual.nii
20170928CH_Exp8_M34,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M34/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M34/masklesion_manual.nii
20191105CH_Exp8_M25,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M25/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M25/masklesion_manual.nii
20190529CH_Exp5_7757,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7757/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7757/masklesion_manual.nii
20190130CH_Exp2_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M18/masklesion_manual.nii
20190205CH_Exp2_M22,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M22/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M22/masklesion_manual.nii
20170405CH_SC_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M20/masklesion_manual.nii
20190529CH_Exp5_7756,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7756/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7756/masklesion_manual.nii
20190205CH_Exp2_M21,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M21/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M21/masklesion_manual.nii
20180323CH_Exp3_Phag_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M09/masklesion_manual.nii
20170921CH_Exp09_M16,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M16/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M16/masklesion_manual.nii
20190130_CH_Exp2_M13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130_CH_Exp2_M13/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130_CH_Exp2_M13/masklesion_manual.nii
20170713CH_Exp7_ZFPtm1a_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M15/masklesion_manual.nii
20180802CH_Exp9_M32,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M32/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M32/masklesion_manual.nii
20191106CH_Exp8_M31,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M31/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M31/masklesion_manual.nii
20190205CH_Exp2_M26,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M26/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M26/masklesion_manual.nii
20190129CH_Exp2_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M04/masklesion_manual.nii
20180801CH_Exp9_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M18/masklesion_manual.nii
20170920CH_Exp09_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M04/masklesion_manual.nii
20190220CH_Exp1_M51,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M51/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M51/masklesion_manual.nii
20190528CH_Exp5_7763,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7763/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7763/masklesion_manual.nii
20190529CH_Exp5_7758,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7758/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7758/masklesion_manual.nii
20190827CH_Exp14_NEX_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M20/masklesion_manual.nii
20170713CH_Exp7_ZFPtm1a_M23,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M23/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170713CH_Exp7_ZFPtm1a_M23/masklesion_manual.nii
20170223CH_Exp3_zf_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp3_zf_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp3_zf_M14/masklesion_manual.nii
20181024CH_Exp13_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M15/masklesion_manual.nii
20170920CH_Exp09_M11,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M11/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M11/masklesion_manual.nii
20170928CH_Exp8_M29,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M29/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M29/masklesion_manual.nii
20191105CH_Exp8_M21,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M21/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M21/masklesion_manual.nii
20170629CH_Exp6_ZFPtm1a_M24,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M24/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M24/masklesion_manual.nii
20170712CH_Exp7_ZFPtm1a_M12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M12/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M12/masklesion_manual.nii
20190221CH_Exp1_M57,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M57/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M57/masklesion_manual.nii
20180803CH_Exp9_M33,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M33/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M33/masklesion_manual.nii
20191030CH_Exp8_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191030CH_Exp8_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191030CH_Exp8_M14/masklesion_manual.nii
20170928CH_Exp8_M32,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M32/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170928CH_Exp8_M32/masklesion_manual.nii
