domain,split,subject,image_path,mask_path,original_shape,native_spacing_mm,processed_shape,processed_spacing_mm,original_unique_values,pre_integer_resample_unique_count,pre_integer_resample_min,pre_integer_resample_max,post_integer_unique_values,original_voxels,current_processed_voxels,nearest_processed_voxels,current_processed_volume_mm3,nearest_processed_volume_mm3,processed_volume_change_percent,processed_current_vs_nn_dice,processed_current_vs_nn_hd95_mm,processed_current_vs_nn_assd_mm,processed_current_vs_nn_added_voxels,processed_current_vs_nn_lost_voxels,tile_current_vs_nn_dice,tile_current_vs_nn_hd95_mm,tile_current_vs_nn_assd_mm,tile_current_vs_nn_added_voxels,tile_current_vs_nn_lost_voxels,native_original_vs_current_dice,native_original_vs_current_hd95_mm,native_original_vs_current_assd_mm,native_original_vs_current_added_voxels,native_original_vs_current_lost_voxels,native_original_vs_nn_dice,native_original_vs_nn_hd95_mm,native_original_vs_nn_assd_mm,native_original_vs_nn_added_voxels,native_original_vs_nn_lost_voxels,lost_added_ratio,net_processed_voxel_change,mean_inward_shift_mm,mean_outward_shift_mm,current_contour_direction_changes,nearest_contour_direction_changes,current_normalized_perimeter,nearest_normalized_perimeter
CAMRI,train,073,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-073/ses-1/anat/sub-073_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-073_ses-1_acq-RARE_T2w_124.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",820,0.0,1.0,"[0, 1]",241872,231180,241181,1849.4399862205976,1929.4479856244916,-4.146678220921217,0.9788276339494582,0.20000000298023224,0.052552649788590124,0,10001,0.9788276339494582,0.20000000298023224,0.052552649788590124,0,10001,0.9778883068972002,0.20000000298023224,0.06137771802217408,0,10465,0.9967912267291434,0.0,0.008756691522736865,272,1277,10001.0,-10001,0.18409561190541257,0.0,37872,38818,17.641466376412872,17.664973901724522
CAMRI,train,023,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-023/ses-1/anat/sub-023_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-023_ses-1_acq-RARE_T2w_004.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",200,-0.6382352709770203,1.0,"[0, 1]",135758,165825,169860,1326.5999901160594,1358.8799898755547,-2.3754856941010245,0.987979802493409,0.1599999964237213,0.030669524648386404,0,4035,0.987979802493409,0.1599999964237213,0.030669524648386404,0,4035,0.9882498729264755,0.10000000149011612,0.008560666812300671,590,2577,0.9899207984049526,0.10000000149011612,0.007300166310651223,1786,959,4035.0,-4035,0.18490706077295607,0.0,15786,16311,15.197147179259359,15.224171436331414
CAMRI,train,021,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-021/ses-1/anat/sub-021_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-021_ses-1_acq-RARE_T2w_020.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",209,-0.07941176742315292,1.0,"[0, 1]",154274,188595,192770,1508.7599887588615,1542.1599885100122,-2.165793432588058,0.9890524825298599,0.1599999964237213,0.029374756244046476,0,4175,0.9890524825298599,0.1599999964237213,0.029374756244046476,0,4175,0.9889062285747866,0.10000000149011612,0.008409862173923565,574,2824,0.9903391014200357,0.10000000149011612,0.007303351322310828,1864,1124,4175.0,-4175,0.1839760454686102,0.0,16088,16906,14.956812452633983,15.026552159763469
CAMRI,train,063,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-063/ses-1/anat/sub-063_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-063_ses-1_acq-RARE_T2w_052.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",821,0.0,1.0,"[0, 1]",252750,241974,252088,1935.791985577225,2016.7039849743837,-4.01209101583574,0.9795288850387198,0.20000000298023224,0.05167184913745401,0,10114,0.9795288850387198,0.20000000298023224,0.05167184913745401,0,10114,0.9787197934407749,0.20000000298023224,0.06049552836299199,0,10533,0.9969362720812344,0.0,0.008651619250522324,330,1216,10114.0,-10114,0.18126339869977914,0.0,38340,39122,17.542919836825877,17.494749962576375
CAMRI,validation,035,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-035/ses-1/anat/sub-035_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-035_ses-1_acq-RARE_T2w_029.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",292,-0.5696078538894653,1.0,"[0, 1]",134029,163145,166915,1305.1599902757998,1335.3199900510904,-2.2586346343947517,0.9885778343331515,0.1599999964237213,0.029928554939087217,0,3770,0.9885778343331515,0.1599999964237213,0.029928554939087217,0,3770,0.9876621346202387,0.10000000149011612,0.00966727842059779,330,2945,0.9903722506122176,0.10000000149011612,0.007124454870572448,1406,1177,3770.0,-3770,0.18582227882640115,0.0,14617,14921,15.022168693678562,15.007544417028356
CAMRI,validation,112,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-112/ses-1/anat/sub-112_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-112_ses-1_acq-RARE_T2w_002.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",835,0.0,1.0,"[0, 1]",264222,253280,263371,2026.239984903335,2106.9679843018644,-3.8314772697069914,0.9804684400107616,0.20000000298023224,0.051611269748516535,0,10091,0.9804684400107616,0.20000000298023224,0.051611269748516535,0,10091,0.9794300038818601,0.20000000298023224,0.061127970218773024,0,10651,0.9969234270973616,0.0,0.00899800790235125,194,1428,10091.0,-10091,0.1832096653117946,0.0,39356,40275,17.11107491983433,17.099272476097426
CAMRI,validation,123,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-123/ses-1/anat/sub-123_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-123_ses-1_acq-RARE_T2w_023.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",227,0.0,1.0,"[0, 1]",121544,148265,152005,1186.119991162717,1216.0399909397956,-2.460445380086181,0.9875445432444133,0.1599999964237213,0.03143054454710914,0,3740,0.9875445432444133,0.1599999964237213,0.03143054454710914,0,3740,0.9873548965042448,0.10000000149011612,0.009322704868745717,541,2508,0.9892206726825267,0.10000000149011612,0.007867016871785537,1670,958,3740.0,-3740,0.18415775155240202,0.0,14271,14513,15.16226448694277,15.12107921593474
CAMRI,validation,094,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-094/ses-1/anat/sub-094_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-094_ses-1_acq-RARE_T2w_042.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",799,0.0,1.0,"[0, 1]",239258,228979,238524,1831.8319863517875,1908.1919857828611,-4.001693749895189,0.9795830187185964,0.20000000298023224,0.05131011699817832,0,9545,0.9795830187185964,0.20000000298023224,0.05131011699817832,0,9545,0.9782831032678901,0.20000000298023224,0.06141751195571356,0,10171,0.996871361439425,0.0,0.008779488546358905,251,1243,9545.0,-9545,0.18161040270081885,0.0,37169,37678,17.429178043929824,17.332590037878894
CAMRI,validation,109,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-109/ses-1/anat/sub-109_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-109_ses-1_acq-RARE_T2w_007.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",819,0.0,1.0,"[0, 1]",236523,226227,235815,1809.8159865158195,1886.51998594433,-4.065899115832326,0.9792486397340502,0.20000000298023224,0.05148844525469661,0,9588,0.9792486397340502,0.20000000298023224,0.05148844525469661,0,9588,0.978368572230741,0.20000000298023224,0.0601515165306901,0,10016,0.9964928192858914,0.0,0.009626305848598058,249,1406,9588.0,-9588,0.1824821990095665,0.0,37769,38640,17.506676338222277,17.47870312102614
CAMRI,validation,127,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-127/ses-1/anat/sub-127_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-127_ses-1_acq-RARE_T2w_016.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",243,0.0,1.0,"[0, 1]",122936,149995,153540,1199.959991059601,1228.3199908483025,-2.3088446007555032,0.9883209514553511,0.1599999964237213,0.029667598799989564,0,3545,0.9883209514553511,0.1599999964237213,0.029667598799989564,0,3545,0.9875446882482206,0.10000000149011612,0.009260924567005854,539,2499,0.9897046947728093,0.10000000149011612,0.007689666601980932,1544,993,3545.0,-3545,0.17854724698325644,0.0,14697,14170,15.167308591594923,15.041054837638193
CAMRI,test,064,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-064/ses-1/anat/sub-064_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-064_ses-1_acq-RARE_T2w_077.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",780,0.0,1.0,"[0, 1]",261049,250048,260295,2000.383985095977,2082.3599844852083,-3.93668722026931,0.9799213470156346,0.20000000298023224,0.05293141750226558,0,10247,0.9799213470156346,0.20000000298023224,0.05293141750226558,0,10247,0.9788533227978079,0.20000000298023224,0.062135257697884944,0,10812,0.9969001740892942,0.0,0.008962169438116861,257,1358,10247.0,-10247,0.18311131349313262,0.0,38412,39296,17.181612039335047,17.126771915346993
CAMRI,test,007,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-007/ses-1/anat/sub-007_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-007_ses-1_acq-RARE_T2w_123.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",274,0.0,1.0,"[0, 1]",145752,177505,181705,1420.039989419877,1453.6399891695376,-2.311438870697009,0.9883076751760809,0.20000000298023224,0.031896347732917336,0,4200,0.9883076751760809,0.20000000298023224,0.031896347732917336,0,4200,0.9874408584273711,0.10000000149011612,0.00991616234993535,418,3208,0.9903626176418209,0.10000000149011612,0.0072832912547211555,1649,1165,4200.0,-4200,0.18564285474164147,0.0,15246,15773,14.818037346804628,14.829451326187982
CAMRI,test,043,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-043/ses-1/anat/sub-043_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-043_ses-1_acq-RARE_T2w_019.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",252,0.0,1.0,"[0, 1]",132823,162020,165925,1296.159990342855,1327.3999901100988,-2.3534729546481845,0.988092515513272,0.1599999964237213,0.0315467350664903,0,3905,0.988092515513272,0.1599999964237213,0.0315467350664903,0,3905,0.9881073527848235,0.10000000149011612,0.008957530699574673,421,2711,0.9900953640592475,0.10000000149011612,0.007429320232683068,1564,1072,3905.0,-3905,0.18650447908269,0.0,14379,14794,14.891087191032621,14.86450105461904
CAMRI,test,078,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-078/ses-1/anat/sub-078_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-078_ses-1_acq-RARE_T2w_069.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",805,0.0,1.0,"[0, 1]",244363,233829,243597,1870.631986062705,1948.7759854804867,-4.009901599773396,0.9795402847771173,0.20000000298023224,0.0519748927143371,0,9768,0.9795402847771173,0.20000000298023224,0.0519748927143371,0,9768,0.9783941972031188,0.20000000298023224,0.06161417015969905,0,10336,0.9967358052637191,0.0,0.009141192000137294,291,1301,9768.0,-9768,0.1829640715405995,0.0,37142,37802,17.40100624776873,17.33723396784228
CAMRI,test,009,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-009/ses-1/anat/sub-009_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-009_ses-1_acq-RARE_T2w_060.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",252,0.0,1.0,"[0, 1]",130368,159050,162565,1272.399990519881,1300.5199903103705,-2.1622120382616186,0.9890707833900781,0.1599999964237213,0.02836548443583864,0,3515,0.9890707833900781,0.1599999964237213,0.02836548443583864,0,3515,0.9874378951031376,0.10000000149011612,0.0094754159005609,574,2675,0.9897850573920501,0.10000000149011612,0.007541857589713834,1559,1109,3515.0,-3515,0.18550497626257825,0.0,13889,14240,14.863326055195303,14.87054443574317
CAMRI,test,099,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-099/ses-1/anat/sub-099_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-099_ses-1_acq-RARE_T2w_014.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",198,-0.30882352590560913,1.0,"[0, 1]",154965,189535,193740,1516.2799887028332,1549.9199884521956,-2.1704346030762878,0.9890287652468854,0.1599999964237213,0.0303245597522569,0,4205,0.9890287652468854,0.1599999964237213,0.0303245597522569,0,4205,0.9889834996150235,0.10000000149011612,0.00833411673944029,636,2755,0.9907638044114903,0.10000000149011612,0.007026014876257371,1837,1033,4205.0,-4205,0.18388822584033154,0.0,15971,16151,15.035820138736739,15.00741584823254
Mouse,train,POLYIC_20190510_mouse30__E2_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse30__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse30__E2_P1.nii.gz,"(35, 180, 180)","(0.4000001549720764, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",192,-0.6935840845108032,1.0,"[0, 1]",104710,50352,52482,402.8159969987868,419.8559968718289,-4.058534354635875,0.9792870062430714,0.20000000298023224,0.031992477515619025,0,2130,0.9792870062430714,0.20000000298023224,0.031992477515619025,0,2130,0.9750230455203898,0.10000000149011612,0.026819384264252708,365,4756,0.9813925254639919,0.10000000149011612,0.018811500474963456,1845,2048,2130.0,-2130,0.18555868322580632,0.0,10859,11070,17.053748387809296,17.001486917407732
Mouse,train,POLYIC_20190510_mouse32__E2_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse32__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse32__E2_P1.nii.gz,"(35, 180, 180)","(0.39999958872795105, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",189,-0.5276548862457275,1.0,"[0, 1]",112575,54098,56444,432.7839967755078,451.55199663567527,-4.156331939621571,0.9787772973168569,0.20000000298023224,0.03526910708191746,0,2346,0.9787772973168569,0.20000000298023224,0.03526910708191746,0,2346,0.975310266591038,0.10000000149011612,0.027339423617333627,333,5108,0.9811064087061668,0.10000000149011612,0.02002755664567361,2022,2228,2346.0,-2346,0.18643648556583678,0.0,11498,11266,16.936652353883193,16.753554789007797
Mouse,train,POLYIC_20190510_mouse41__E2_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse41__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse41__E2_P1.nii.gz,"(35, 180, 180)","(0.4000001549720764, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",227,-0.19358406960964203,1.0,"[0, 1]",118452,57132,59454,457.0559965946673,475.6319964562653,-3.905540417801998,0.9800833719314498,0.20000000298023224,0.03346440525994192,0,2322,0.9800833719314498,0.20000000298023224,0.03346440525994192,0,2322,0.9764676505536517,0.10000000149011612,0.027062735027426708,419,5047,0.982430515686738,0.10000000149011612,0.01910236438030366,2073,2089,2322.0,-2322,0.18346683671385128,0.0,11848,11743,16.788664717148844,16.60466539191899
Mouse,train,POLYIC_20190517_mouse30__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse30__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse30__E3_P1.nii.gz,"(35, 180, 180)","(0.4000000059604645, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",260,0.0,1.0,"[0, 1]",113123,54366,56874,434.92799675953376,454.9919966100453,-4.409747863698702,0.9774541531823085,0.25,0.03743298603772532,0,2508,0.9774541531823085,0.25,0.03743298603772532,0,2508,0.9747767040294927,0.10000000149011612,0.028054967927283868,340,5243,0.9814404211902511,0.10000000149011612,0.019463654867682277,2181,2021,2508.0,-2508,0.18716253110408096,0.0,12061,11814,17.154096419507365,16.894845316363885
Mouse,train,POLYIC_20190517_mouse32__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse32__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse32__E3_P1.nii.gz,"(35, 180, 180)","(0.3999999761581421, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",224,-0.5276548862457275,1.0,"[0, 1]",115422,55596,57978,444.76799668622004,463.82399654424177,-4.108454931180793,0.9790268899572085,0.20000000298023224,0.03401399712201351,0,2382,0.9790268899572085,0.20000000298023224,0.03401399712201351,0,2382,0.976542183381393,0.10000000149011612,0.02603388014952627,284,5020,0.9823847123384977,0.10000000149011612,0.018664630295800663,2051,2016,2382.0,-2382,0.18518051839145064,0.0,11983,12100,16.967420475470696,16.877285887261664
Mouse,train,POLYIC_20190517_mouse41__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse41__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse41__E3_P1.nii.gz,"(35, 180, 180)","(0.3999999761581421, 0.10000000149011612, 0.10000000149011612)","(72, 70, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",246,0.0,1.0,"[0, 1]",118118,56936,59284,455.4879966063498,474.2719964663981,-3.9605964509817153,0.9797969368439167,0.20000000298023224,0.034256331313649975,0,2348,0.9797969368439167,0.20000000298023224,0.034256331313649975,0,2348,0.9765460632897721,0.10000000149011612,0.026794799853360054,334,5095,0.9825963514630167,0.10000000149011612,0.018967827880048825,1928,2179,2348.0,-2348,0.18410561957239496,0.0,11516,11399,16.65014364747495,16.46538596621603
Mouse,train,POLYIC_20190618_mouse30__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse30__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse30__E3_P1.nii.gz,"(38, 180, 180)","(0.3999999165534973, 0.10000000149011612, 0.10000000149011612)","(72, 76, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",205,0.0,1.0,"[0, 1]",110668,53136,55528,425.08799683284747,444.2239966902731,-4.307736637372137,0.97798718986969,0.25,0.0359744164828283,0,2392,0.97798718986969,0.25,0.0359744164828283,0,2392,0.9743660826495157,0.10000000149011612,0.028663173981289144,322,5226,0.9806203653463555,0.10000000149011612,0.0204353554102319,2055,2231,2392.0,-2392,0.1886078575844051,0.0,11542,11573,17.263569102057573,17.063716625671734
Mouse,train,POLYIC_20190618_mouse32__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse32__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse32__E3_P1.nii.gz,"(38, 180, 180)","(0.39999979734420776, 0.10000000149011612, 0.10000000149011612)","(72, 76, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",195,-0.09402655065059662,1.0,"[0, 1]",113891,54742,57176,437.93599673712237,457.4079965920447,-4.257030922065202,0.9782519344520095,0.25,0.035747605297822733,0,2434,0.9782519344520095,0.25,0.035747605297822733,0,2434,0.9755769420501735,0.10000000149011612,0.027641443766280242,325,5121,0.981488069357155,0.10000000149011612,0.019739375022417596,2062,2153,2434.0,-2434,0.18902218368764578,0.0,11828,11918,17.110137496854858,16.976796922003004
Mouse,train,POLYIC_20190619_mouse41__E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190619_mouse41__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190619_mouse41__E3_P1.nii.gz,"(38, 180, 180)","(0.40000009536743164, 0.10000000149011612, 0.10000000149011612)","(72, 76, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",203,0.0,1.0,"[0, 1]",118492,57040,59434,456.3199966001509,475.4719964574574,-4.027997442541307,0.9794460566306643,0.20000000298023224,0.034223619737819615,0,2394,0.9794460566306643,0.20000000298023224,0.034223619737819615,0,2394,0.9757051873174011,0.10000000149011612,0.028258630742777364,360,5278,0.9818978730950964,0.10000000149011612,0.019915835148608774,2063,2224,2394.0,-2394,0.18456975562978806,0.0,11957,11953,16.94303390540655,16.7935553488795
Mouse,train,POLYIC_20190628_mouse30__E4_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse30__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse30__E4_P1.nii.gz,"(38, 180, 180)","(0.39999985694885254, 0.10000000149011612, 0.10000000149011612)","(72, 76, 113)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",208,0.0,1.0,"[0, 1]",108951,52614,54720,420.91199686396106,437.7599967384337,-3.848684210526316,0.9803790038571188,0.1599999964237213,0.02970886091481228,0,2106,0.9803790038571188,0.1599999964237213,0.02970886091481228,0,2106,0.975033921302578,0.10000000149011612,0.027551016258732852,582,4754,0.9810870582621384,0.10000000149011612,0.019806764497155578,2083,2039,2106.0,-2106,0.1845473939839992,0.0,11469,12069,17.32059034969004,17.313150791861403
